---
season: 2021-22
division: d1
gender: women
duals: 4807
description: schedule/scoreboard from team websites
---
source	id	date	time	timeZone	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	domain	tournament	timeDisplay	location	facility	tv	radio	links
  FIU	 10238	2022-02-05	    TBA	   	W	  	FIU  	at	  	CLMB 	 	   	 	 					New York, NY				[History](/sports/womens-tennis/opponent-history/columbia-university/334)
 JOES	  8189	2022-02-05	       	   	W	  	JOES 	at	  	NAVY 	 	   	 	 					Annapolis, MD				[History](/sports/womens-tennis/opponent-history/united-states-naval-academy/44)
 JVST	  6505	2022-02-05	    TBA	   	W	  	JVST 	at	  	USM  	 	   	 	 					Hattiesburg, MS				
 MRSH	  8327	2022-02-05	       	   	W	  	MRSH 	at	  	DAY  	 	   	 	 					Dayton, OH				[History](/sports/womens-tennis/opponent-history/university-of-dayton/266)
  MSU	 16186	2022-02-05	    TBA	   	W	  	MSU  	at	  	XAV  	 	   	 	 					Cincinnati, OH				
 N IA	  6716	2022-02-05	    TBA	   	W	  	N IA 	at	  	MINN 	 	   	 	 					Minneapolis, MN				[History](/sports/womens-tennis/opponent-history/university-of-minnesota/87)
  WIS	 13921	2022-02-05	    TBA	   	W	  	ORE  	vs	  	WIS  	 	   	N	 					Denver, CO				[Live Stats](http://sidearmstats.com/wisconsin/wten/)
 SCAR	 16702	2022-02-05	    TBA	   	W	  	SCAR 	at	  	WAKE 	 	   	 	 					Winston-Salem, NC				[History](/sports/womens-tennis/opponent-history/wake-forest-university/131)
 SDSU	 14189	2022-02-05	       	   	W	  	SDSU 	at	  	ARIZ 	 	   	 	 					Tucson, AZ				[History](/sports/womens-tennis/opponent-history/university-of-arizona/46)
  SFU	 10940	2022-02-05	    TBD	   	W	  	SFU  	at	  	CMU  	 	   	 	 					Pittsburgh, PA				[History](/sports/womens-tennis/opponent-history/carnegie-mellon-university/288)
 SIEN	 16147	2022-02-05	    TBA	   	W	  	SIEN 	at	  	BROWN	 	   	 	 					Providence, RI				[History](/sports/womens-tennis/opponent-history/brown-university/1312)
  SOU	  5348	2022-02-05	    TBA	   	W	  	SOU  	at	  	ULLAF	 	   	 	 					Lafayette, LA				[History](/sports/womens-tennis/opponent-history/university-of-louisiana-at-lafayette/106)
  SYR	 14406	2022-02-05	    TBA	   	W	  	SYR  	at	  	TEM  	 	   	 	 					Philadelphia, PA				
 CHAT	 12860	2022-02-05	    TBA	   	W	  	TNWES	at	  	CHAT 	 	   	 	 					Chattanooga, TN	[UTC Tennis Center](/facilities/?id=31)			[History](/sports/womens-tennis/opponent-history/tennessee-wesleyan-university/49)
  UCA	 10027	2022-02-05	       	   	W	  	UCA  	at	  	SAM  	 	   	 	 					Birmingham, AL				[History](/sports/womens-tennis/opponent-history/samford-university/49)
 ARST	  4721	2022-02-05	       	   	W	  	UMKC 	at	  	ARST 	 	   	 	 					Jonesboro, AR	RidgePointe CC			
  UNT	  5230	2022-02-05	    TBA	   	W	  	UNT  	at	  	MEM  	 	   	 	 					Memphis, TN				[History](/sports/womens-tennis/opponent-history/university-of-memphis/90)
  AFA	 14510	2022-02-05	 9:00am	MT 	W	  	AFA  	vs	  	SW   	 	   	N	 				9:00 am MT	Midland, TX				
 NAVY	 21894	2022-02-05	 9:00am	   	W	  	GTWN 	at	  	NAVY 	 	   	 	 				9:00 a.m.	Annapolis, MD				[History](/sports/womens-tennis/opponent-history/georgetown-university/97)
  UND	 12306	2022-02-05	 9:00am	   	W	  	N IA 	vs	  	UND  	 	   	N	 				9:00 a.m.	Minneapolis, Minn.				
 TROY	  9086	2022-02-05	 9:00am	   	W	  	TROY 	at	  	STET 	 	   	 	 				9 a.m.	DeLand, FL				[History](/sports/womens-tennis/opponent-history/stetson-university/87)
 CCAR	 21456	2022-02-05	 9:30am	ET 	W	  	SCAD 	at	  	CCAR 	 	   	 	 			2022 Spring Schedule	9:30 a.m. ET	Conway, SC	Stevens Tennis Complex			
ABCHR	  8417	2022-02-05	10:00am	   	W	  	ABCHR	vs	  	NAU  	 	   	N	 				10 a.m.	Albuquerque				[History](/sports/womens-tennis/opponent-history/northern-arizona-university/62)
BOISE	 18712	2022-02-05	10:00am	MT 	W	  	BOISE	at	  	BYU  	 	   	 	 				10 a.m. MT	Provo, UT				
 GTWN	 18801	2022-02-05	10:00am	   	W	  	GTWN 	at	  	NAVY 	 	   	 	 				10 AM	Annapolis, MD				
  USM	  9409	2022-02-05	10:00am	   	W	  	JVST 	at	  	USM  	 	   	 	 				10 A.M.	Hattiesburg, MS				[History](/sports/womens-tennis/opponent-history/jacksonville-state-university/146)
  NIU	 15466	2022-02-05	10:00am	CT 	W	  	LEWIS	at	  	NIU  	 	   	 	 				10 a.m. CT	DeKalb, IL				[History](/sports/womens-tennis/opponent-history/lewis-university/157)
 NICH	  9265	2022-02-05	10:00am	   	W	  	NICH 	at	  	ULM  	 	   	 	 				10 a.m.	Monroe, LA				[History](/sports/womens-tennis/opponent-history/university-of-louisiana-at-monroe/33)
  ULM	 14301	2022-02-05	10:00am	   	W	  	NICH 	at	  	ULM  	 	   	 	 				10 A.M.	Monroe, LA	[Heard Stadium](/facilities/?id=9)			
  WMU	 13694	2022-02-05	10:00am	   	W	  	OAK  	at	  	WMU  	 	   	 	 				10:00 AM		[Sorensen Courts/West Hills Athletic Club](/facilities/?id=9)			
PVA&M	  6276	2022-02-05	10:00am	   	W	  	PVA&M	  	  	ORU  	 	   	 	 				10 A.M.	Beaumont, TX				[History](/sports/womens-tennis/opponent-history/oral-roberts-university/57)
  WYO	  5496	2022-02-05	10:00am	   	W	  	SELU 	vs	  	WYO  	 	   	N	 				10 a.m.	McComb, MS				[History](/sports/womens-tennis/opponent-history/southeastern-louisiana-university/193)
 STET	 14072	2022-02-05	10:00am	   	W	  	TROY 	at	  	STET 	 	   	 	 				10 am	DeLand, FL	[Mandy Stoll Tennis Center](/facilities/?id=4)			[History](/sports/womens-tennis/opponent-history/troy-university/212)
 UNLV	 15112	2022-02-05	10:00am	PT 	W	  	UTEP 	at	  	UNLV 	 	   	 	 				10 am PT	Las Vegas	Fertitta Tennis Complex			
WEBER	  7493	2022-02-05	10:00am	   	W	  	WEBER	vs	  	YSU  	 	   	N	 				10:00 AM	Las Vegas, NV				
 ALCN	  6050	2022-02-05	11:00am	   	W	  	ALCN 	at	  	ULLAF	 	   	 	 				11:00 AM	Lafayette, LA				
  UCR	 13341	2022-02-05	11:00am	   	W	  	GCU  	at	  	UCR  	 	   	 	 				11:00 a.m.	Riverside, CA	[SRC Tennis Courts](/facilities/?id=34)			[History](/sports/womens-tennis/opponent-history/grand-canyon-university/89)
  GMU	 11728	2022-02-05	11:00am	   	W	  	GMU  	at	  	MWSH 	 	   	 	 				11 a.m.	Fredericksburg, VA University Tennis Complex				[History](/sports/womens-tennis/opponent-history/university-of-mary-washington/106)
  USU	 15030	2022-02-05	11:00am	   	W	  	IDST 	at	  	USU  	 	   	 	 				11 AM	Logan, UT	[Sports Academy & Racquet Club](/facilities/?id=6)			[History](/sports/womens-tennis/opponent-history/idaho-state-university/64)
 BUTL	 12443	2022-02-05	11:00am	   	W	  	MILW 	at	  	BUTL 	 	   	 	 				11 AM	Indianapolis, IN				[History](/sports/womens-tennis/opponent-history/milwaukee/162)
 MILW	 15941	2022-02-05	11:00am	   	W	  	MILW 	at	  	BUTL 	 	   	 	 				11 AM	Indianapolis, IN				Butler Tennis Bubble [History](/sports/womens-tennis/opponent-history/butler/109)
TULSA	 14496	2022-02-05	11:00am	   	W	  	PUR  	at	  	TULSA	 	   	 	 				11:00 AM	Tulsa, OK				[History](/sports/womens-tennis/opponent-history/purdue-university/85)
 WAKE	 12557	2022-02-05	11:00am	   	W	  	SCAR 	at	  	WAKE 	 	   	 	 				11:00 AM	Winston-Salem, NC	[Wake Forest Tennis Center](/facilities/?id=8)			
 SDAK	  7745	2022-02-05	11:00am	   	W	  	SDAK 	vs	  	SEA  	 	   	N	 				11 a.m.	Spokane, WA				
 ARIZ	 26089	2022-02-05	11:00am	MST	W	  	SDSU 	at	  	ARIZ 	 	   	 	 				11:00 AM MST	Tucson, AZ				[History](/sports/womens-tennis/opponent-history/san-diego-state-university/132)
 SELU	  8070	2022-02-05	11:00am	   	W	  	SELU 	vs	  	WYO  	 	   	N	 				11 a.m.	McComb, MS				
BROWN	 11410	2022-02-05	11:00am	   	W	  	SIEN 	at	  	BROWN	 	   	 	 				11:00 am	Providence, RI				
   LT	 10653	2022-02-05	11:00am	   	W	  	TARL 	at	  	LT   	 	   	 	 				11 a.m.	Ruston, LA	[LA Tech Tennis Complex](/facilities/?id=11)			
 CSLB	  7374	2022-02-05	11:00am	   	W	  	UCD  	at	  	CSLB 	 	   	 	 				11:00 A.M.	Long Beach Calif.	[Rhodes Tennis Center](/facilities/?id=6)			[Live Stats](http://stats.statbroadcast.com/statmonitr/?id=382786) [History](/sports/womens-tennis/opponent-history/uc-davis/345)
  UCD	 19878	2022-02-05	11:00am	   	W	  	UCD  	at	  	CSLB 	 	   	 	C				11 a.m.	Long Beach, CA				
DRAKE	 12456	2022-02-05	11:00am	   	W	  	UNK  	at	  	DRAKE	 	   	 	 				11am	Des Moines, IA				[History](/sports/womens-tennis/opponent-history/university-of-nebraska-at-kearney/395)
 UTEP	 10602	2022-02-05	11:00am	   	W	  	UTEP 	vs	  	WEBER	 	   	N	 				11 A.M.	Las Vegas, NV				[History](/sports/womens-tennis/opponent-history/weber-state-university/171)
  WVU	 18646	2022-02-05	11:00am	   	W	  	WVU  	at	  	W&M  	 	   	 	 				11 a.m.	Williamsburg, VA				
  W&M	 15253	2022-02-05	11:00am	   	W	  	WVU  	at	  	W&M  	 	   	 	 				11 AM	Williamsburg, VA	[McCormack-Nagelsen Tennis Center](/facilities/?id=11)			[History](/sports/womens-tennis/opponent-history/west-virginia-university/100)
  MAR	 13130	2022-02-05	11:30am	   	W	  	MAR  	at	  	LEH  	 	   	 	 				11:30 a.m.	Bethlehem, PA				[History](/sports/womens-tennis/opponent-history/lehigh-university/161)
  LEH	 13198	2022-02-05	11:30am	   	W	  	MAR  	at	  	LEH  	 	   	 	 				11:30 AM	Bethlehem, PA	[Lewis Indoor Tennis Center/Ulrich Varsity Tennis Courts](/facilities/?id=25)			[History](/sports/womens-tennis/opponent-history/marist-college/29)
 UNCA	  5905	2022-02-05	12:00pm	   	W	  	EMM  	at	  	UNCA 	 	   	 	 				12:00 PM	Asheville, NC	[The Asheville Racquet Club Downtown](/facilities/?id=1)			[History](/sports/womens-tennis/opponent-history/emmanuel-college-ga-/177)
  ORU	  7389	2022-02-05	12:00pm	   	W	  	ORU  	vs	  	PVA&M	 	   	N	 				12 p.m.	Beaumont, TX				[History](/sports/womens-tennis/opponent-history/prairie-view-am-university/214)
  UCI	 10966	2022-02-05	12:00pm	   	W	  	UCI  	at	  	UCSD 	 	   	 	C				12:00 PM	La Jolla, CA				
 UCSD	  8811	2022-02-05	12:00pm	   	W	  	UCI  	at	  	UCSD 	 	   	 	C				12:00 PM	La Jolla, CA	[Northview Tennis Courts](/facilities/?id=7)			
  MEM	 17910	2022-02-05	12:00pm	   	W	  	UNT  	at	  	MEM  	 	   	 	 				12:00 PM	Memphis, TN	Eldon Roark TC			
UMASS	 13148	2022-02-05	12:30pm	   	W	  	UMASS	at	  	ARMY 	 	   	 	 				12:30 P.M.	West Point, NY				
 TULN	 18457	2022-02-05	 1:00pm	   	W	  	BAMA 	at	  	TULN 	 	   	 	 				1 p.m.	New Orleans	[City Park Tennis Center](/facilities/?id=1)			[History](/sports/womens-tennis/opponent-history/university-of-alabama/29)
 BAMA	 13270	2022-02-05	 1:00pm	CT 	W	  	BAMA 	at	  	TULN 	 	   	 	 				1 p.m. CT	New Orleans, LA				
   BC	 23868	2022-02-05	 1:00pm	   	W	  	BC   	at	  	CHAR 	 	   	 	 				1:00 PM	Dartmouth				
 CHAR	 16218	2022-02-05	 1:00pm	   	W	  	BC   	vs	  	CHAR 	 	   	N	 				1:00 PM	Hanover, NH				[History](/sports/womens-tennis/opponent-history/boston-college/26)
 BRAD	 21010	2022-02-05	 1:00pm	   	W	  	BRAD 	at	  	CHIC 	 	   	 	 				1:00 p.m.	Park Forest, IL	[Park Forest Tennis and Health Club](https://www.villageofparkforest.com/Facilities/Facility/Details/Park-Forest-Tennis-and-Health-Club-13)			
 FGCU	 10680	2022-02-05	 1:00pm	   	W	  	FGCU 	at	  	FAU  	 	   	 	 				1 PM	Boca Raton, FL	[FAU Tennis Complex](https://fausports.com/sports/2018/5/25/facilities-fau-tennis-complex-html.aspx)			[History](/sports/womens-tennis/opponent-history/florida-atlantic-university/31)
  FAU	 19709	2022-02-05	 1:00pm	   	W	  	FGCU 	at	  	FAU  	 	   	 	 				1 p.m.	Boca Raton, FL				[History](/sports/womens-tennis/opponent-history/florida-gulf-coast-university/74)
 CLMB	 12507	2022-02-05	 1:00pm	   	W	  	FIU  	at	  	CLMB 	 	   	 	 				1:00 P.M.					
  ORE	 21481	2022-02-05	 1:00pm	PT 	W	  	ORE  	  	  	WIS  	 	   	N	 				1:00 PM PT	Denver, CO				
  WKU	 11588	2022-02-05	 1:00pm	   	W	  	PEAY 	at	  	WKU  	 	   	 	 				1 PM	Bowling Green, KY				
 PEAY	 10617	2022-02-05	 1:00pm	   	W	  	PEAY 	at	  	WKU  	 	   	 	 				1 PM	Bowling Green, KY				[History](/sports/womens-tennis/opponent-history/western-kentucky-university/11)
 PRES	 12301	2022-02-05	 1:00pm	   	W	  	PRES 	at	  	UNCW 	 	   	 	 				1:00 PM	Wilmington, NC				[History](/sports/womens-tennis/opponent-history/university-of-north-carolina-wilmington/402)
 UNCW	  8912	2022-02-05	 1:00pm	   	W	  	PRES 	at	  	UNCW 	 	   	 	 				1:00 p.m.	Wilmington, NC				
  PUR	 56340	2022-02-05	 1:00pm	   	W	  	PUR  	at	  	TULSA	 	   	 	 				1 PM	Tulsa, OK				[History](/sports/womens-tennis/opponent-history/university-of-tulsa/249)
 GONZ	  8173	2022-02-05	 1:00pm	   	W	  	SDAK 	at	  	GONZ 	 	   	 	 				1 p.m.	Spokane, WA	[Stevens Center](/facilities/?id=3)			[Watch](https://gozags.com/sports/2019/1/15/live-tennis-video-and-stats.aspx) [History](/sports/womens-tennis/opponent-history/university-of-south-dakota/118)
   SF	  7105	2022-02-05	 1:00pm	   	W	  	SF   	at	  	UCSB 	 	   	 	 				1:00 p.m.	Santa Barbara, CA				[History](/sports/womens-tennis/opponent-history/university-of-california-santa-barbara/31)
 UNCG	  7657	2022-02-05	 1:00pm	   	W	  	UNCG 	at	  	DAV  	 	   	 	 				1:00 p.m.	Davidson, NC				[History](/sports/womens-tennis/opponent-history/davidson/77)
 MTSU	  8771	2022-02-05	 1:00pm	   	W	  	UTM  	at	  	MTSU 	 	   	 	 				1:00 p.m.		[Adams Tennis Complex](https://goblueraiders.com/sports/2015/8/13/MTEN_0813152132.aspx)			[History](/sports/womens-tennis/opponent-history/university-of-tennessee-at-martin/64)
  UTM	  4312	2022-02-05	 1:00pm	   	W	  	UTM  	at	  	MTSU 	 	   	 	 				1:00 p.m.	Murfreesboro, TN				
 NCCU	  7082	2022-02-05	 1:30pm	   	W	  	NCCU 	at	  	CCAR 	 	   	 	 				1:30 PM	Conway, SC	[Stevens Tennis Complex](https://goccusports.com/sports/2018/5/24/facilities-coastal-carolina-tennis-complex-html.aspx)			[History](/sports/womens-tennis/opponent-history/coastal-carolina-university/46)
 CCAR	 21457	2022-02-05	 1:30pm	ET 	W	  	NCCU 	at	  	CCAR 	 	   	 	 			2022 Spring Schedule	1:30 p.m. ET	Conway, SC	Stevens Tennis Complex			
  AFA	 14511	2022-02-05	 1:30pm	MT 	W	  	UTPB 	at	  	AFA  	 	   	 	 				1:30 pm MT	Midland, TX				
 WICH	 14982	2022-02-05	 2:00pm	   	W	  	CRE  	vs	  	WICH 	 	   	N	 				2:00 PM	Lincoln, NE	[Sid and Hazel Dillon Tennis Center](http://www.huskers.com/ViewArticle.dbml?&&ATCLID=208873064&DB_OEM_ID=100)			[History](/sports/womens-tennis/opponent-history/creighton-university/42)
  CRE	 14647	2022-02-05	 2:00pm	   	W	  	CRE  	vs	  	WICH 	 	   	N	 				2:00 PM	Lincoln, NE				[History](/sports/womens-tennis/opponent-history/wichita-state-university/56)
   VT	 24506	2022-02-05	 2:00pm	   	W	  	MSU  	vs	  	VT   	 	   	N	 				2 PM	Cincinnati. Oh.				
  CSU	 16142	2022-02-05	 2:00pm	   	W	  	MSUD 	at	  	CSU  	 	   	 	 				2:00 PM	Fort Collins, CO	[CSU Tennis Complex](/facilities/?id=15)			
 NICH	  9266	2022-02-05	 2:00pm	   	W	  	NICH 	at	  	GRAM 	 	   	 	 				2 p.m.	Grambling, LA				[History](/sports/womens-tennis/opponent-history/grambling-state-university/11)
 GRAM	  5629	2022-02-05	 2:00pm	   	W	  	NICH 	at	  	GRAM 	 	   	 	 				2 p.m.	Monroe, LA				[History](/sports/womens-tennis/opponent-history/nicholls/28)
  PSU	 15592	2022-02-05	 2:00pm	   	W	  	PSU  	at	  	JMU  	 	   	 	 				2:00PM	Harrisonburg, VA				[History](/sports/womens-tennis/opponent-history/james-madison-university/43)
GWEBB	  7074	2022-02-05	 2:00pm	   	W	  	WCU  	at	  	GWEBB	 	   	 	 				2:00 PM	BOILING SPRINGS, NC	[Webb Tennis Complex](/facilities/?id=7)			
  WCU	 14146	2022-02-05	 2:00pm	   	W	  	WCU  	at	  	GWEBB	 	   	 	 				2:00 PM	Boiling Springs, NC				[History](/sports/womens-tennis/opponent-history/gardner-webb-university/264)
  SFA	  9860	2022-02-05	 2:30pm	   	W	  	ALCN 	vs	  	SFA  	 	   	N	 				2:30 p.m.	Lafayette, LA				[History](/sports/womens-tennis/opponent-history/alcorn-state-university/259)
   BG	 11413	2022-02-05	 2:30pm	   	W	  	INDI 	at	  	BG   	 	   	 	 				2:30 PM	Bowling Green, OH				[History](/sports/womens-tennis/opponent-history/university-of-indianapolis/338)
 ALCN	  6052	2022-02-05	3:000pm	   	W	  	ALCN 	at	  	SFA  	 	   	 	 				3:000 PM	Lafayette, LA				
  DEP	  5343	2022-02-05	 3:00pm	CT 	W	  	CIN  	at	  	DEP  	 	   	 	 				3:00 P.M. CT	Chicago, IL	[XS Tennis Village](/facilities/?id=12)			
 SDAK	  7746	2022-02-05	 3:00pm	   	W	  	SDAK 	at	  	GONZ 	 	   	 	 				3 p.m.	Spokane, WA				
  UAB	 20202	2022-02-05	 3:00pm	   	W	  	UAB  	vs	  	UCA  	 	   	N	 				3:00 PM	Courington Tennis Pavilion				[History](/sports/womens-tennis/opponent-history/university-of-central-arkansas/116)
  NIU	 15492	2022-02-05	 3:00pm	CT 	W	  	USTMN	at	  	NIU  	 	   	 	 				3 p.m. CT	DeKalb, IL				[History](/sports/womens-tennis/opponent-history/university-of-st-thomas/406)
 WAKE	 12558	2022-02-05	 3:30pm	   	W	  	CAMP 	at	  	WAKE 	 	   	 	 				3:30 PM	Winston-Salem, NC	[Wake Forest Tennis Center](/facilities/?id=8)			
  CIN	  7984	2022-02-05	 4:00pm	   	W	  	CIN  	at	  	DEP  	 	   	 	 				4 P.M.	Chicago, IL				[History](/sports/womens-tennis/opponent-history/depaul-university/74)
IUPUI	 15242	2022-02-05	 4:00pm	   	W	  	IUPUI	at	  	BEL  	 	   	 	 				4:00 P.M.	Nashville, TN				[History](/sports/womens-tennis/opponent-history/belmont-university/9)
  W&M	 15254	2022-02-05	 4:00pm	   	W	  	NORF 	at	  	W&M  	 	   	 	 				4 PM	Williamsburg, VA	[McCormack-Nagelsen Tennis Center](/facilities/?id=11)			[History](/sports/womens-tennis/opponent-history/norfolk-state-university/79)
 NORF	  6163	2022-02-05	 4:00pm	   	W	  	NORF 	at	  	W&M  	 	   	 	 				4 p.m.	Williamsburg, VA				
 MTSU	  8772	2022-02-05	 5:00pm	   	W	  	ALA&M	at	  	MTSU 	 	   	 	 				5:00 p.m.		[Adams Tennis Complex](https://goblueraiders.com/sports/2015/8/13/MTEN_0813152132.aspx)			[History](/sports/womens-tennis/opponent-history/alabama-am-university/115)
ALA&M	  6577	2022-02-05	 5:00pm	   	W	  	ALA&M	at	  	MTSU 	 	   	 	 				5 p.m.	Murfreesboro, TN				
 GONZ	  8174	2022-02-05	 5:00pm	   	W	  	SEA  	at	  	GONZ 	 	   	 	 				5 p.m.	Spokane, WA	[Stevens Center](/facilities/?id=3)			[Watch](https://gozags.com/sports/2019/1/15/live-tennis-video-and-stats.aspx) [History](/sports/womens-tennis/opponent-history/seattle-university/116)
 HALL	  8492	2022-02-05	 5:30pm	   	W	  	FAIR 	at	  	HALL 	 	   	 	 				5:30 p.m.	New Providence, NJ	[Murray Hill Tennis & Fitness](https://www.murrayhilltennis.com/#new-page-1)			
  NIA	  9594	2022-02-05	 6:00pm	   	W	  	BUCK 	at	  	NIA  	 	   	 	 				6:00 p.m.	Niagara University, NY	[Village Glen Tennis Courts](http://wnytennis.com/village-glen)			[History](/sports/womens-tennis/opponent-history/bucknell-university/8)
 BUCK	 17518	2022-02-05	 6:00pm	   	W	  	BUCK 	at	  	NIA  	 	   	 	 				6 p.m.	Niagara Falls, NY				
 FAIR	 12477	2022-02-05	 6:00pm	   	W	  	FAIR 	at	  	HALL 	 	   	 	 				6:00 PM	South Orange, NJ				
  TEM	 10856	2022-02-05	 6:00pm	   	W	  	SYR  	at	  	TEM  	 	   	 	 				6:00 P.M.	Philadelphia, PA	UPenn			
  LIU	  1986	2022-02-05	 7:00pm	   	W	  	HOF  	at	  	LIU  	 	   	 	 				7:00 PM	Syosset, NY	[SPORTIME Bethpage](https://www.sportimeny.com/Bethpage-Multi-Sport)			
  TEX	 14419	2022-02-06	 2:00pm	CT 	W	  	MIZZ 	at	 1	TEX  	 	   	 	 				2 p.m. CT	Austin, TX	[The Edgar O. and Melanie A. Weller Tennis Center](/sports/2013/7/25/facilities_0725135053.aspx?id=232)			
 MIZZ	 23633	2022-02-06	 2:00pm	   	W	  	MIZZ 	at	 1	TEX  	 	   	 	 				2 p.m.	Austin, TX				
 SCAR	 16703	2022-02-06	    TBA	   	W	  	SCAR 	at	 8	NCST 	 	   	 	 					Raleigh, NC				[History](/sports/womens-tennis/opponent-history/north-carolina-state-university/123)
 NCST	 22054	2022-02-06	 1:00pm	   	W	  	SCAR 	at	 8	NCST 	 	   	 	 				1 PM	Raleigh, N.C.	[J.W. Isenhour Tennis Center](/facilities/?id=27)			[History](/sports/womens-tennis/opponent-history/university-of-south-carolina/253)
 NCST	 22055	2022-02-06	 6:00pm	   	W	  	ECAR 	at	 8	NCST 	 	   	 	 				6 PM	Raleigh, N.C.	[J.W. Isenhour Tennis Center](/facilities/?id=27)			[History](/sports/womens-tennis/opponent-history/east-carolina-university/15)
 WASH	 20374	2022-02-06	10:00am	PT 	W	  	WASH 	at	11	BAY  	 	   	 	 				10:00 AM PT	Waco, TX				
  BAY	 27498	2022-02-06	12:00pm	   	W	  	WASH 	at	11	BAY  	 	   	 	 				12 PM	Waco, TX	[Hawkins Indoor Tennis Center](/facilities/?id=1099)			
  UCF	 17490	2022-02-06	11:00am	   	W	  	GASO 	at	12	UCF  	 	   	 	 				11:00 AM	Orlando, FL	[USTA National Campus](/facilities/?id=14)			[History](/sports/womens-tennis/opponent-history/georgia-southern-university/136)
 GASO	 13307	2022-02-06	11:00am	   	W	  	GASO 	at	12	UCF  	 	   	 	 				11 AM	Orlando, FL				[History](/sports/womens-tennis/opponent-history/university-of-central-florida/57)
   NW	 19724	2022-02-06	 1:00pm	CT 	W	  	NW   	at	12	GT   	 	   	 	 				1 p.m. CT	Atlanta, GA				
  AUB	 20270	2022-02-06	11:00am	   	W	  	CLEM 	at	25	AUB  	 	   	 	 				11:00 AM	Auburn, AL	[Yarbrough Tennis Center](/facilities/?id=18)			[History](/sports/womens-tennis/opponent-history/clemson-university/41)
  AUB	 20271	2022-02-06	 3:00pm	   	W	  	ALA&M	at	25	AUB  	 	   	 	 				3:00 PM	Auburn, AL	[Yarbrough Tennis Center](/facilities/?id=18)			[History](/sports/womens-tennis/opponent-history/alabama-am-university/15)
ALA&M	  6578	2022-02-06	 3:00pm	   	W	  	ALA&M	at	25	AUB  	 	   	 	 				3 p.m.	Auburn, AL				
 BING	 13303	2022-02-06	    TBA	   	W	  	BING 	at	  	BU   	 	   	 	 					Boston, MA				[History](/sports/womens-tennis/opponent-history/boston-university/72)
   BU	 24325	2022-02-06	       	   	W	  	BING 	at	  	BU   	 	   	 	 					Boston, MA				
  DAY	 13666	2022-02-06	    TBD	   	W	  	BUTL 	at	  	DAY  	 	   	 	 					Miamisburg, OH	[South Regency Tennis Center](https://www.southregencyonline.com/)			[History](/sports/womens-tennis/opponent-history/butler-university/27)
 BUTL	 12444	2022-02-06	       	   	W	  	BUTL 	at	  	DAY  	 	   	 	 					Dayton, OH				[History](/sports/womens-tennis/opponent-history/university-of-dayton/29)
IWORD	  5719	2022-02-06	    TBD	   	W	  	IWORD	at	  	SHSU 	 	   	 	 					Huntsville, TX				[History](/sports/womens-tennis/opponent-history/sam-houston/60)
 JVST	  6506	2022-02-06	    TBA	   	W	  	JVST 	at	  	UNO  	 	   	 	 					New Orleans, LA				
  LOU	 23270	2022-02-06	    TBA	   	W	  	LOU  	at	  	VANDY	 	   	 	 					Nashville, TN				[History](/sports/womens-tennis/opponent-history/vanderbilt-university/12)
 MARQ	  9014	2022-02-06	    TBA	   	W	  	MARQ 	at	  	IND  	 	   	 	 					Bloomington, IN				[History](/sports/womens-tennis/opponent-history/indiana-university/54)
  MSU	 16187	2022-02-06	    TBA	   	W	  	MSU  	vs	  	VT   	 	   	N	 					Cincinnati, OH				
